,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,lineage
0,,0.0,0.0,0.0,0.002702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941178,0.013698630136986302,0.019512195121951226,0.060773480662983444,0.048387096774193616,0.030769230769230823,0.0,0.11538461538461549,0.04761904761904782,0.0,,A
1,,0.0,0.0,0.0,0.0,0.0,0.0032258064516129032,0.0018484288354898336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,A.1
2,,0.0,0.0,0.0,0.002702702702702703,0.006097560975609756,0.0016129032258064516,0.0073937153419593345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,A.2
3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0018484288354898336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,A.2.2
4,,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,A.5
5,,0.0,0.1111111111111111,0.25274725274725274,0.13513513513513514,0.12500000000000003,0.06935483870967742,0.04436229205175601,0.026515151515151516,0.017241379310344827,0.02564102564102564,0.008130081300813009,0.03508771929824561,0.045454545454545456,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615411,0.0,0.0,0.0,0.0,,B
6,,0.0,0.3333333333333333,0.0989010989010989,0.09999999999999999,0.15548780487804878,0.14516129032258063,0.1589648798521257,0.20075757575757577,0.11034482758620691,0.19658119658119658,0.16260162601626016,0.12280701754385964,0.09090909090909091,0.11764705882352941,0.0,0.0,0.02564102564102564,0.03333333333333333,0.043478260869565216,0.034482758620689655,0.0,0.11999999999999998,0.04477611940298507,0.10416666666666667,0.02777777777777778,0.0510204081632653,0.022222222222222223,0.028169014084507043,0.021844660194174758,0.02112676056338028,0.0234375,0.049723756906077346,0.0534351145038168,0.023529411764705882,0.02736318407960199,0.03367003367003367,0.02298850574712644,0.014000000000000002,0.07180385288966726,0.05985915492957748,0.0661764705882353,0.04109589041095891,0.0829268292682927,0.04972375690607737,0.11290322580645179,0.10769230769230789,0.11111111111111144,0.11538461538461549,0.09523809523809564,0.0,,B.1
7,,0.0,0.0,0.01098901098901099,0.008108108108108109,0.009146341463414634,0.012903225806451613,0.018484288354898338,0.01893939393939394,0.017241379310344827,0.02564102564102564,0.032520325203252036,0.10526315789473684,0.0,0.11764705882352941,0.0,0.0,0.20512820512820512,0.16666666666666666,0.17391304347826086,0.06896551724137931,0.0,0.07999999999999999,0.16417910447761194,0.08333333333333333,0.08333333333333333,0.061224489795918366,0.0,0.03873239436619719,0.04854368932038835,0.03873239436619718,0.0234375,0.024861878453038673,0.007633587786259542,0.0,0.024875621890547265,0.013468013468013467,0.01724137931034483,0.01,0.012259194395796848,0.007042253521126762,0.0,0.0,0.014634146341463417,0.016574585635359122,0.03225806451612908,0.0,0.02777777777777786,0.0,0.04761904761904782,0.0,,B.1.1.1
8,,0.0,0.0,0.01098901098901099,0.008108108108108109,0.003048780487804878,0.01129032258064516,0.005545286506469501,0.011363636363636362,0.003448275862068966,0.0,0.008130081300813009,0.017543859649122806,0.045454545454545456,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.034482758620689655,0.047619047619047616,0.01333333333333333,0.014925373134328356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030769230769230823,0.02777777777777786,0.0,0.0,0.0,,B.1.1.10
