,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,93,77,247,293,602,1412,1667,1140,2095,2538,2037,2042,3376,4243,3120,3332,2553,2759,3147,2719,3055,2295,3123,2087,1847,3043,2011,3341,3464,3396,5526,1667,0
