,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,25,17,38,27,142,492,646,950,1598,1577,2889,1377,1245,981,1080,979,1287,1269,1145,1292,1122,1705,959,1481,1805,1240,1412,1629,2620,1766,681,1361,0
