,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,78,145,268,548,594,931,946,652,1270,1601,1512,1267,2253,2574,3228,2735,2607,2819,3571,2975,2810,2407,2804,2654,2404,3895,2561,3253,4323,3362,5312,2266,0
