,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,6,16,62,146,461,1065,1089,752,1416,2872,2310,1962,2787,2429,3047,3127,3627,3367,3546,2898,3357,2694,4521,3829,3704,4759,3011,4688,4723,6505,7209,2601,0
