,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,38,66,171,238,316,597,682,513,1114,1342,1380,1197,2171,2366,3101,2710,2558,2840,3618,3024,2859,2478,2896,2785,2579,4312,2839,3754,5076,4038,6602,2226,0
