,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,13,25,67,201,511,998,944,999,1146,1230,1204,1376,2081,2014,2031,1858,2756,2874,2112,3277,3594,3449,3720,3563,2611,1832,3231,3127,2618,3237,3449,556,0
