,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,107,280,881,2042,3611,5762,5928,4641,3659,2738,2646,2217,3289,3824,3602,2433,3132,3786,3689,4026,4259,3974,4037,4411,2653,2427,3350,3787,3884,3667,3654,1000,0
