,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,185,214,368,565,1186,2425,2520,1599,2600,3123,2306,2250,3546,4467,3191,3309,2546,2691,3091,2626,2934,2195,2936,1902,1680,2741,1759,2914,2919,2788,4348,1663,0
