,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,501,535,574,796,737,1030,1029,674,1289,1621,1526,1299,2308,2633,3280,2811,2670,2902,3671,3094,2937,2531,2978,2865,2630,4375,2888,3794,5110,4052,6634,2932,0
