,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,0,6,26,44,327,765,705,691,1400,1186,1695,1692,2843,2162,2047,1824,2284,2545,2397,2152,2305,3062,2087,2645,2345,1814,4122,2302,2708,2044,1673,790,0
