,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,8,23,81,144,242,522,668,721,1030,1388,1421,949,1548,1210,2165,1933,2355,2531,2135,2134,2141,2222,2148,2081,1977,2463,2220,2458,3736,2654,3658,1181,0
