,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,107,74,176,76,204,553,522,731,1307,1334,2572,1192,1128,904,1048,952,1272,1275,1159,1304,1159,1764,998,1565,1905,1344,1548,1832,2991,2135,835,1466,0
