,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,246,768,1270,2424,4140,6373,6631,5034,3882,2856,2782,2333,3508,4073,3692,2511,3189,3836,3718,4069,4306,4022,4078,4455,2675,2452,3378,3814,3916,3682,3679,1331,0
