,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,73,126,265,283,363,632,740,743,1049,1402,1432,953,1554,1222,2172,1955,2376,2589,2202,2226,2257,2391,2304,2258,2194,2735,2547,2867,4440,3299,4478,1536,0
