,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,508,593,1365,2502,3981,5990,6083,4686,3683,2744,2651,2221,3296,3839,3608,2450,3162,3877,3779,4173,4497,4266,4369,4774,2901,2684,3758,4361,4635,4508,4619,1299,0
