,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,446,254,231,98,267,644,699,969,1618,1585,2894,1378,1246,982,1085,985,1299,1292,1183,1332,1172,1784,1011,1579,1924,1359,1561,1845,3002,2142,839,1748,0
