,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,77,34,88,169,208,530,1292,1496,2077,3900,2926,1445,3416,4698,3396,2636,4079,3464,3435,1501,1831,2043,1895,2523,2599,4490,3231,3807,5031,6493,2332,4408,0
