,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,594,515,679,841,1461,2686,2640,1641,2649,3182,2390,2359,3684,4635,3322,3486,2662,2821,3236,2785,3121,2363,3185,2122,1874,3084,2036,3383,3487,3412,5552,2189,0
