,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,6,5,29,21,109,423,483,717,1291,1328,2568,1192,1128,904,1044,947,1261,1253,1122,1265,1110,1686,947,1468,1788,1227,1401,1618,2611,1761,678,1142,0
