,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,35,67,102,282,695,1243,1244,1173,1285,1393,1331,1484,2223,2145,2110,1922,2816,2921,2139,3322,3645,3510,3764,3615,2640,1857,3268,3160,2627,3253,3471,792,0
