,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,1320,774,550,362,803,1223,918,773,1512,1275,1832,1798,3013,2358,2122,1887,2379,2699,2557,2261,2434,3252,2241,2880,2570,2044,4675,2673,3235,2462,2105,1216,0
