,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,2,4,15,53,124,375,1003,1252,1785,3398,2555,1270,3002,4315,3183,2495,3785,3282,3261,1401,1675,1839,1639,2173,2216,3822,2621,3058,3832,4854,1714,2841,0
