,lineage,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,SL.0,0.0,0.0,0.0,0.0,0.0,0.00010112245929821013,0.00026396832380114383,0.00020275750202757503,0.00043604651162790697,0.0007631795233063285,0.0008555888284544399,0.00032919101308534276,0.0003625064733298809,0.0002838758516275549,0.00018694209468617096,0.0,0.0,0.0,8.318775476249896e-05,4.896440287910689e-05,9.291953168556031e-05,0.0,9.294544102611767e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SL.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,SL.2,0.0,0.016556291390728478,0.003663003663003663,0.0024509803921568627,0.0020333468889792597,0.00010112245929821013,0.0001759788825340959,0.0,0.00021802325581395349,0.00029353058588704945,0.00012222697549349142,0.0005760842728993499,0.000673226307612636,0.0016086298258894778,0.001962891994204795,0.002627646967901489,0.0025265957446808512,0.0031173365476536846,0.0028283836619249648,0.004700582676394261,0.0041349191600074334,0.0053478466635115945,0.005065526535923413,0.005230408512940752,0.005684555352153386,0.006189461838350549,0.0051857104866589844,0.006252016779606325,0.004517869184086312,0.0054786823066657305,0.004507989907485282,0.005974651236984831,0.006339254615116685,0.007460178775455339,0.006888633754305396,0.004716981132075472,0.01417004048582996,0.0
3,SL.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.267441860465116e-05,0.00029353058588704945,6.111348774674571e-05,8.229775327133569e-05,0.0,0.0,0.0,0.0,0.0,4.1564487302049126e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,SL.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010357327809425168,0.00014193792581377744,0.0,0.0,0.0,4.1564487302049126e-05,0.0,9.792880575821377e-05,0.00023229882921390075,4.73260766682442e-05,0.0,4.508972855983407e-05,4.817419789960497e-05,0.0,0.0,4.0335592126492416e-05,3.371544167228591e-05,0.0,0.0,0.0,0.00010449320794148382,0.0,0.0,0.0,0.0,0.0
5,SL.5,0.0,0.0,0.0,0.0,0.0,0.00010112245929821013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,SL.6,0.0,0.0,0.0,0.0,0.0,0.00010112245929821013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,SL.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010137875101378751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,SL.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.159387738124948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,SL.9,0.0,0.0,0.0,0.0,0.0,0.0,8.798944126704795e-05,0.00010137875101378751,0.0006540697674418605,0.0006457672889515088,0.0006111348774674571,0.0002468932598140071,0.0006214396685655101,0.00047312641937925814,0.00018694209468617096,0.0001545674687000876,0.0,0.0,4.159387738124948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,SL.10,0.0,0.0,0.0,0.0,0.0,0.0,8.798944126704795e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.7312641937925814e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,SL.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.267441860465116e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
