995.523,1004.56,1006.3,1005.66,1001.53,1010.13,991.843,1010.17,997.603
993.097,1000.49,1002.01,1005.89,1003.62,1030.75,999.818,1015.68,1000.01
998.281,1009.5,1005.49,1014.79,1002.94,1035.26,1002.48,1015.09,991.867
993.798,1021.92,1018.33,1018.79,1005.17,1034.66,998.545,1020.63,984.959
984.336,1034.7,1027.55,1020.85,1013.01,1038.29,1008.61,1016.2,995.338
980.705,1046.85,1022.72,1029.96,1001.59,1036.2,1018.23,1021.89,1005.13
983.078,1056.38,1030.23,1035.19,998.86,1043.6,1032.12,1025.02,1022.07
993.345,1060.18,1036.96,1037.32,991.943,1049.27,1036.57,1021.2,1015.35
992.395,1066.39,1045.23,1044.73,1003.35,1048.26,1041.81,1023.87,1003.83
989.964,1077.83,1045.31,1046.95,1012.82,1053.57,1059.88,1026.74,1003.34
981.486,1082.03,1042.87,1057.58,1004.9,1063.6,1057.54,1027.35,1002.48
984.254,1090.25,1047.08,1065.19,999.426,1060.7,1056.8,1020.6,996.755
972.419,1104.3,1049.36,1071.45,996.84,1068.34,1059.44,1025.9,997.724
967.038,1118.68,1059.25,1073.38,998.649,1083.56,1079.48,1027.49,1004.15
968.497,1120.49,1072.71,1082.36,1010.27,1092.28,1082.57,1027.57,992.287
957.773,1136.53,1066.59,1075.43,1015.48,1096.64,1087.08,1037.45,986.361
962.374,1129.16,1064.25,1078.27,1031.17,1097.37,1095.75,1034.61,997.613
958.81,1125.23,1063.93,1070.59,1033.41,1102.15,1096.66,1051.25,992.43
958.348,1120.23,1079.95,1076.62,1040.28,1105.18,1094.19,1049.6,998.261
960.425,1113.61,1097.73,1093.39,1054.23,1110.59,1109.84,1050.29,1005.22
955.16,1123.83,1100.48,1103.95,1067.32,1103.95,1117.36,1048.96,1008.43
947.178,1134.14,1106.19,1110.62,1064.83,1104.86,1117.63,1053.28,1024.49
934.792,1145.99,1106.18,1125.42,1067.25,1103.99,1119.3,1038.73,1031.71
943.174,1142.05,1130.9,1129.77,1071.68,1105.35,1130.79,1036.08,1033.89
954.614,1158.98,1134.88,1137.59,1075.26,1092.9,1139.26,1037.56,1025.02
951.814,1159.18,1133.24,1139.37,1066.63,1078.46,1139.26,1044.85,1039.57
960.774,1177.63,1135.5,1146.44,1081.36,1078.65,1132.36,1050.72,1032.77
969.551,1178.47,1148.1,1157.07,1084.98,1085.85,1137.29,1048.27,1023.29
964.26,1184.71,1146.36,1168.67,1102.4,1086.17,1140.58,1046.92,1016.87
970.408,1208.35,1155.93,1172.39,1097.87,1088.84,1155.79,1036.49,1028.6
984.656,1224.98,1176.34,1176.26,1108.59,1095.28,1149.94,1062.89,1031.62
989.482,1225.33,1192.98,1173.5,1100.5,1111.44,1165.16,1065.22,1027.5
984.952,1220.85,1214.7,1170.5,1117.03,1110.42,1162.86,1054.65,1021.89
981.431,1227.3,1216.53,1172.33,1115.61,1112.68,1156.35,1068.48,1026.62
979.274,1241.03,1233.23,1181.47,1126.35,1114.2,1153.44,1085.4,1043.78
982.979,1244.3,1233.57,1186.6,1116.06,1132.05,1149.04,1087.12,1036.51
981.706,1264.06,1245.84,1207.45,1110.15,1136.88,1166.5,1103.67,1041.7
961.25,1259.43,1257.45,1212.49,1122.42,1140.09,1186.93,1108.13,1061.76
948.214,1266.84,1263.66,1214.09,1133.53,1150.74,1198.36,1114,1060.08
939.775,1278.4,1275.95,1221.07,1133.93,1159.5,1207.56,1117.21,1052.51
935.492,1274.59,1293.13,1221.03,1122.9,1164.31,1215.49,1122,1052.87
935.335,1270.29,1290.74,1222.81,1139.81,1164,1206.71,1127.66,1057.76
934.538,1268.66,1285.11,1230.14,1145.6,1175.79,1211.42,1119.4,1065.63
929.604,1275.15,1281.4,1238.88,1156.43,1167.13,1210.98,1128.91,1072.74
929.911,1287.28,1292.28,1234.79,1168.89,1167.33,1223.77,1133.62,1063.95
922.484,1276.33,1296.36,1243.99,1165.94,1157.73,1233.29,1134.82,1051.84
918.417,1274.24,1313.71,1248.55,1155.7,1169.73,1235.41,1149.01,1048.24
926.66,1282.71,1319.37,1265.17,1168.88,1173.58,1250.93,1165.49,1050.78
930.55,1280.75,1339.4,1264.4,1169.47,1175.37,1247.91,1171.73,1047.62
925.278,1280.59,1333.98,1249.27,1166.83,1208.45,1251.69,1165.67,1050.69
914.915,1289.16,1341.58,1265.26,1172.9,1205.72,1249.75,1168.7,1052.88
908.929,1291.97,1356.78,1283.45,1151.68,1215.69,1259.67,1189.5,1058.27
909.417,1280.01,1352.27,1288.28,1153.11,1229.31,1254.63,1194.56,1080.18
911.009,1300.69,1361.09,1274.7,1166.19,1226.05,1247.84,1220.97,1082.63
905.404,1310.11,1365.23,1273.73,1163.5,1224.41,1266.64,1219.72,1085.7
903.137,1327.83,1384.69,1275.04,1158.33,1222.67,1271.02,1232.24,1087.44
895.237,1325.91,1370.79,1275.14,1165.35,1225.13,1264.72,1250.99,1094.29
901.201,1340.66,1370.97,1288.7,1167.88,1214.11,1269.53,1257.11,1099.4
896.034,1336.18,1374.57,1295.88,1177.45,1227.15,1292.45,1253.02,1103.68
899.514,1348.88,1387.77,1312.43,1180.87,1243.57,1290.52,1263.76,1101.29
907.794,1342.64,1384.12,1324.74,1186.65,1246.08,1291.7,1276.6,1096.34
906.52,1338.06,1381.99,1328.9,1173.26,1250.99,1302.59,1277.15,1097.17
905.843,1342.36,1388.99,1341.16,1161.85,1254.31,1300.16,1279.64,1122.11
909.403,1351.07,1383.99,1364.72,1168.32,1266.92,1299.86,1277.76,1119.02
911.895,1342.75,1388.51,1391.26,1170.37,1277.72,1299.26,1266.27,1120.8
913.421,1354.42,1380.11,1393.98,1175.99,1272.18,1301.61,1264.92,1139.8
909.352,1392.82,1379.69,1393.06,1182.15,1272.33,1302.72,1281.77,1147.41
911.993,1400.72,1388.42,1396.73,1191.15,1281.55,1305.77,1285.05,1143.14
905.203,1402.87,1400.06,1398.59,1184.64,1273.3,1292.39,1286.42,1146.16
898.698,1409.49,1404.35,1410.65,1177.29,1278.39,1293.3,1278.28,1145.94
905.314,1406.31,1397.38,1399.6,1201.15,1291.04,1307.78,1277.84,1158.89
905.321,1418.56,1411.28,1400.87,1183.64,1297.55,1316.93,1306.1,1162.86
901.823,1445.62,1418.1,1415.68,1182.23,1290.78,1327.54,1311.3,1165.57
901.804,1438.1,1410.06,1416.2,1196.34,1303.92,1329.35,1331.22,1161.82
900.347,1430.38,1388.45,1418.16,1203.31,1302.46,1333.75,1335.51,1168.28
897.217,1462.03,1388.31,1412.84,1212.92,1297.09,1351.87,1345.18,1175.2
895.447,1459.47,1401.56,1413.3,1213.19,1281.55,1329.08,1362.57,1186.35
896.963,1465.79,1393.2,1422.38,1219.55,1297.62,1337.56,1375.91,1190.53
893.532,1458.24,1401.49,1417,1234.65,1299.27,1343.56,1376.09,1186.48
884.244,1476.77,1413.47,1402.29,1234.38,1309.48,1340.69,1384.67,1173.63
874.644,1490.16,1428.45,1393.6,1231.79,1301.81,1354.27,1381.58,1181.09
881.013,1493.71,1434.41,1402.89,1235.21,1298.24,1353.79,1382.54,1176.83
886.341,1496.48,1452.97,1401.3,1249.11,1307.7,1362.5,1377.89,1188.31
910.719,1511.02,1456.93,1397.52,1255.8,1312.2,1349.14,1381.01,1198.73
919.372,1498.67,1475.45,1402.54,1254.33,1329.16,1353.18,1391.19,1216.95
906.756,1509.3,1474.04,1400.67,1269.69,1326.03,1359.43,1386.72,1202.15
902.07,1499.47,1472.7,1409.17,1278.4,1319.71,1368.21,1392.68,1198.18
906.925,1505.08,1464.72,1413.45,1282.92,1318.01,1363.72,1390.24,1189.36
917.757,1519.59,1450.35,1425.6,1298.3,1328.81,1385.23,1391.12,1177.64
923.9,1523.61,1458.53,1429.23,1295.17,1337.56,1409.3,1378.35,1179.1
924.519,1529.47,1456.85,1425.65,1300.71,1343.7,1429.26,1406.4,1181.55
919.104,1547.87,1480.08,1438.83,1307.2,1361.89,1434.61,1401.53,1175.44
910.975,1554.05,1484.22,1439.86,1296.5,1374.05,1435.79,1385.38,1188.87
927.387,1563.11,1491.9,1445.33,1295.71,1367.2,1434.79,1392.15,1190.5
