0.737394,0.0912522,0.104398,0.000328617,0.0106656,0.0270916,0.0124454,0.0118587,0.00456542,0.0295576,0.792452,0.0341108,0.0348216,0.0489492,0.0052771,0.0286774,0.0220478,0.00410635,0.0580048,0.00165891,0.842724,0.0161997,0.00432462,0.0331738,0.00668544,0.0180161,0.0192123,0.0234998,0.0242416,0.0616535,0.725224,0.0585985,0.0398495,0.00805549,0.0315345,0.0273434,0.00956017,0.0878128,0.0129628,0.118452,0.691506,0.00810188,0.00426152,0.00322123,0.0641208,0.0365379,0.0126846,0.0267959,0.0485729,0.00221192,0.764825,0.0707534,0.0332528,0.00435555,0.0313925,0.0219997,0.0220451,0.0157402,0.0180488,0.0867472,0.735474,0.0382514,0.0303007,0.00269965,0.0100799,0.026883,0.0106366,0.0268153,0.115686,0.0233277,0.708577,0.0752847,0.00223841,0.0351675,0.00685516,0.0190021,0.0134669,0.146458,0.00630846,0.0395763,0.730937
0.739278,0.0856206,0.102825,0.00803859,0.0107819,0.0239944,0.0225601,0.00591152,0.000989811,0.0264214,0.78868,0.0283351,0.0245132,0.0569261,0.0014272,0.0390033,0.0240296,0.0106643,0.0563857,0.00624097,0.84689,0.0114289,0.0134276,0.0273028,0.00441902,0.0216556,0.0122496,0.0280112,0.0117544,0.0522945,0.75223,0.0643501,0.0268421,0.0116899,0.0210023,0.0318254,0.0196243,0.0839362,0.0164243,0.123831,0.677663,0.0109582,0.00238923,4.29454e-05,0.0651315,0.0350715,0.00775599,0.0203633,0.0511939,0.00680076,0.762513,0.0673691,0.0397252,0.00919721,0.0293672,0.0241806,0.0278281,0.0166199,0.0250513,0.0858947,0.714042,0.0508638,0.0261524,0.00196082,0.00274104,0.0327823,0.00761064,0.0261815,0.112692,0.0305692,0.705575,0.0798776,0.00149058,0.0242433,0.00062352,0.0197832,0.00956338,0.146047,0.00960214,0.0455466,0.743111
0.776205,0.0769447,0.0910371,0.000775374,0.0118343,0.0223133,0.0172084,0.00138987,0.00229234,0.0286116,0.790111,0.0264123,0.0191332,0.052374,0.00661665,0.0447855,0.025565,0.00639111,0.0620485,0.000310262,0.863121,0.00461723,0.0173035,0.0292127,0.00877458,0.014291,0.000321118,0.0358676,0.00351388,0.0512941,0.72632,0.0656788,0.0238538,0.0177941,0.0229353,0.0527423,0.0195059,0.0861656,0.0170057,0.123113,0.677559,0.0150136,0.00927412,0.000136866,0.0522265,0.0341598,0.00359644,0.0187868,0.041734,0.00874315,0.759389,0.0724905,0.0469953,0.0140948,0.0364383,0.02458,0.0321942,0.00782234,0.0275528,0.0869523,0.703038,0.0551333,0.0262892,0.00557851,0.00930167,0.0365367,0.00655969,0.0234565,0.108552,0.0267948,0.688651,0.0945601,0.00588617,0.0255295,0.000324002,0.0177111,0.0131599,0.138391,0.0146825,0.040813,0.743513
0.783027,0.0765839,0.0802022,0.00015971,0.0114319,0.015098,0.0241149,0.00536551,0.00401694,0.0325786,0.782318,0.0332624,0.0075333,0.0486231,0.017959,0.0432263,0.0245266,0.00997263,0.0628556,0.000515976,0.851,0.00240081,0.0185075,0.0358963,0.00865773,0.020077,8.91026e-05,0.0384194,0.0041277,0.0512713,0.702932,0.0709664,0.0319507,0.0191065,0.0279045,0.0533212,0.0203134,0.0913911,0.0201414,0.123353,0.656625,0.0128858,0.0115892,0.00214401,0.0615576,0.0309085,0.00740781,0.0295065,0.0435579,0.00402856,0.746892,0.0799183,0.0421264,0.0156444,0.0404133,0.0163906,0.0293554,0.0105933,0.0297461,0.0931865,0.695523,0.0539952,0.0307965,0.00210329,0.0110325,0.0309758,0.00632443,0.0232001,0.107025,0.0391122,0.68122,0.0989962,0.00159993,0.0131744,0.00766566,0.0229802,0.00871318,0.132406,0.0203419,0.0462926,0.746837
0.806319,0.0666671,0.0809556,0.0009308,0.00858623,0.0143485,0.0185207,0.00333044,0.000342031,0.0359112,0.756074,0.0332921,0.0139533,0.0516056,0.0236557,0.0455604,0.0278963,0.0120515,0.0624615,0.00240178,0.85359,0.00208358,0.0124502,0.033201,0.00687037,0.020044,0.00689793,0.0470667,0.00514719,0.0522964,0.702681,0.0682449,0.0213816,0.0290838,0.0282989,0.0457997,0.0170036,0.089553,0.0259993,0.11033,0.679426,0.00512331,0.0116969,0.000304978,0.060563,0.0253287,0.00900078,0.0254009,0.0429903,3.51276e-05,0.754877,0.0739034,0.0459391,0.0225144,0.0524124,0.017291,0.0286147,0.015669,0.0321551,0.0924392,0.670835,0.0589954,0.0315887,0.00182022,0.0138293,0.0350695,0.00213439,0.0298814,0.108101,0.049338,0.663111,0.0967056,0.000278158,0.013175,0.00922723,0.0298391,0.00486887,0.137634,0.0234846,0.0422723,0.739231
0.802434,0.0588375,0.0842812,0.000673168,0.00861979,0.0192743,0.0206446,0.00349606,0.00173964,0.0394391,0.740607,0.0309554,0.0147394,0.0509255,0.03677,0.0491096,0.0257199,0.0117337,0.0689989,0.00669877,0.84774,0.00106972,0.0183421,0.0286107,0.011068,0.0170861,0.000385779,0.0527722,0.00229642,0.0574246,0.715101,0.0652235,0.0136916,0.0306376,0.0245342,0.0383183,0.0136749,0.0810356,0.0285733,0.106773,0.697484,0.00410277,0.0113574,0.000872999,0.0561266,0.0234188,0.00737105,0.0319587,0.0420146,0.00653829,0.736302,0.0810274,0.0514823,0.0198767,0.0489756,0.0118485,0.0278527,0.0236813,0.0271713,0.0891571,0.686094,0.061681,0.0235381,2.6435e-06,0.0150772,0.0316207,0.00480952,0.0262737,0.108569,0.053726,0.664676,0.095235,0.000645574,0.00853772,0.00738407,0.0342261,0.00674645,0.126692,0.0297306,0.0462895,0.739758
0.806091,0.0591318,0.081593,0.000885724,0.00940399,0.0139057,0.0246168,0.00385664,0.000515089,0.0383327,0.755902,0.0305405,0.0166829,0.0481425,0.037511,0.0521264,0.0185714,0.0021905,0.0709337,0.010605,0.840633,0.000282696,0.0185408,0.0263284,0.0129532,0.0193545,0.000368798,0.059267,0.000627679,0.0621737,0.709404,0.0651191,0.0182455,0.0262613,0.0261698,0.0327316,0.0184633,0.0831421,0.0269361,0.106909,0.693746,0.0003845,0.0178735,5.74931e-05,0.0524885,0.0210273,0.00423424,0.0311421,0.0410445,0.00414016,0.74706,0.0809704,0.0503989,0.0199723,0.0451259,0.0106029,0.0282543,0.0271731,0.0257339,0.0833954,0.693823,0.0662698,0.0196217,0.0010412,0.0170238,0.0324954,0.000621648,0.0233942,0.109987,0.0564051,0.661157,0.0978651,0.0017404,0.012735,0.00795741,0.0288609,0.00492437,0.119332,0.0303139,0.0499279,0.744218
0.815203,0.0506825,0.0774185,0.000649753,0.0146985,0.0190357,0.0210722,0.000888763,0.00035138,0.0275291,0.762084,0.0366971,0.0163303,0.0480416,0.0402394,0.0540392,0.0147533,0.000286271,0.066891,0.0124904,0.847512,1.4388e-05,0.0137999,0.0230249,0.0132488,0.0214624,0.00155626,0.0629726,0.00234924,0.0588419,0.719479,0.0590188,0.0127188,0.0254186,0.0264285,0.0327721,0.024999,0.0784707,0.0282945,0.10073,0.689952,0.00289107,0.0105812,0.00757633,0.0565058,0.0191643,0.00102535,0.0241981,0.0454536,0.00449934,0.772509,0.0749184,0.0420345,0.016187,0.0392617,0.018062,0.0364486,0.0193544,0.0191639,0.0888167,0.711918,0.0554103,0.0115638,0.0123677,0.0111682,0.0250223,0.0029037,0.0319043,0.109051,0.0594562,0.653112,0.0950053,0.00245754,0.0113825,0.000143674,0.0269851,0.00430755,0.115855,0.0210537,0.0581718,0.759653
0.810977,0.046692,0.0684598,0.000663159,0.0190894,0.0186462,0.0317435,0.000983157,0.00274554,0.023772,0.76751,0.044651,0.0178566,0.0463949,0.0314606,0.0475827,0.0142874,0.0064844,0.0630165,0.0117593,0.863913,6.364e-05,0.00530769,0.0153672,0.0123108,0.0225965,0.00566511,0.0595344,0.00272564,0.0582625,0.720775,0.0578634,0.00829772,0.0232832,0.0345138,0.0347445,0.0210008,0.0773655,0.0206415,0.0991245,0.69327,0.00798694,0.0111117,0.00630864,0.0631903,0.0116337,0.00625668,0.0215045,0.0474192,0.00118526,0.77193,0.0763245,0.0445604,0.019176,0.0340336,0.0228269,0.0426183,0.0227469,0.0266979,0.0969438,0.681189,0.0611388,0.0118044,0.0136516,0.014176,0.0216455,0.0043989,0.0211166,0.0996578,0.0629768,0.666533,0.0958333,0.000768749,0.00137546,0.000495673,0.0254675,0.0100963,0.111212,0.0185429,0.0626487,0.769402
0.815394,0.0446605,0.070448,0.00187784,0.0165584,0.0194751,0.0299194,0.00108471,0.000581972,0.0174051,0.780171,0.0441884,0.0121918,0.0518112,0.0312142,0.0434621,0.0172424,0.00231355,0.0604989,0.0130851,0.855732,0.000539908,0.00521583,0.0234068,0.0191345,0.0140175,0.0083692,0.0735531,0.00490761,0.0594556,0.71395,0.056769,0.00647239,0.0146122,0.0372469,0.0330327,0.0144732,0.074685,0.0262991,0.0999175,0.703836,0.00358523,0.00529882,0.00900765,0.0628974,0.0162236,0.0101827,0.0231503,0.04498,7.66929e-05,0.759201,0.0773928,0.0553291,0.0134537,0.0352288,0.034495,0.0351801,0.021411,0.0248216,0.0935359,0.684484,0.0582492,0.0125947,0.0172672,0.017435,0.0177913,0.00101133,0.0107201,0.100621,0.0653797,0.680824,0.0889402,0.00207475,0.00235518,0.000741996,0.0214419,0.0129892,0.118197,0.0183054,0.064281,0.759624
0.817789,0.0446472,0.068804,0.00305604,0.015917,0.0183928,0.0309332,1.66684e-05,0.00044391,0.0150886,0.777359,0.044299,0.0156747,0.051496,0.0336899,0.0450841,0.0131801,0.00412822,0.0636144,0.014265,0.851788,0.000121846,0.0069913,0.0241255,0.0170747,0.014688,0.00733086,0.0721287,0.00706031,0.0583572,0.711026,0.0549754,0.00837852,0.0139221,0.0400355,0.0341165,0.0125964,0.0762964,0.0271933,0.0987276,0.699761,0.00521413,0.00721291,0.0121794,0.0608188,0.0146904,0.0120206,0.0253701,0.0419291,0.000581021,0.76078,0.0771824,0.0543965,0.0130401,0.0362004,0.0337442,0.0357245,0.0238436,0.0247712,0.0975015,0.680513,0.0559924,0.0117095,0.0171561,0.017383,0.017478,0.00183722,0.0091318,0.103036,0.0631896,0.679703,0.0910754,0.00318295,0.0015673,3.8172e-05,0.0189261,0.0144055,0.117761,0.0198364,0.0625089,0.761783
0.823921,0.0396712,0.0629168,0.000659994,0.0171435,0.0226286,0.0316922,0.00125665,0.000110572,0.0118343,0.78862,0.0428043,0.00818312,0.0441639,0.0397649,0.0410995,0.0229968,0.000533282,0.05701,0.0160964,0.864626,0.000179691,0.00135485,0.0191213,0.00947045,0.0192719,0.0128696,0.0677988,0.0103746,0.0556562,0.713072,0.0582968,0.00135227,0.0103669,0.042367,0.040715,0.0149027,0.0687816,0.0231196,0.0858766,0.72596,0.000328729,0.0128932,0.00520162,0.0629354,0.0124494,0.000356844,0.019725,0.0415695,0.000877408,0.788893,0.0734336,0.0527461,0.00993933,0.0371598,0.0324486,0.0371365,0.0197468,0.0195976,0.0983014,0.683407,0.0630966,0.00910605,0.0142358,0.0158573,0.017198,0.00204324,0.00931834,0.113717,0.0634266,0.676916,0.0872777,0.0020276,0.00101259,0.0030057,0.0178607,0.0133941,0.124542,0.0273418,0.0635583,0.747267
0.829835,0.0346711,0.0601044,0.00140911,0.0156903,0.0205948,0.034784,0.000450368,0.00246102,0.0109299,0.790956,0.0428536,0.0114515,0.040977,0.0385049,0.0458302,0.0181116,0.000384913,0.059635,0.0143096,0.841036,0.000159964,0.000461616,0.0235501,0.0145738,0.027437,0.0188368,0.0568811,0.0081,0.0608252,0.713102,0.0548585,0.00548326,0.0148543,0.0455956,0.0402999,0.0149921,0.0661682,0.0281749,0.090014,0.725398,0.000165587,0.0122062,0.00353012,0.0593513,0.0199992,0.0064451,0.0214155,0.0347694,0.00393311,0.767805,0.0824792,0.049966,0.0131777,0.0442777,0.0296047,0.0418819,0.0172242,0.0310188,0.099889,0.665571,0.0654746,0.00505859,0.00972041,0.0156403,0.0117975,0.00117694,0.00948509,0.110247,0.0618592,0.693768,0.0862961,0.00722225,0.00287762,0.00108315,0.00669056,0.0190708,0.112379,0.0225273,0.069415,0.758744
