1003.61,1000.04,998.246,1000.9,1004.2,1002.95,992.119,1000.73,995.927
1003.16,1000.94,993.32,1005.34,997.328,1010.6,985.677,1008.61,997.919
999.051,996.915,996.7,1020.18,997.686,1016.96,997.006,1024.3,1006.27
999.789,1014.49,991.627,1018.18,997.726,1016.47,1006,1030.68,1009.82
1000.51,1020.48,990.736,1014.7,1002.34,1017.33,1008.32,1031.9,1014.65
1009.48,1020.73,990.715,1015.53,998.419,1020.52,1002.16,1042.77,1018.09
1006.5,1028.51,992.512,1014.92,995.47,1031.86,1002.21,1045.58,1024.46
998.526,1037.11,1000.73,1019.75,994.756,1033.46,1013.38,1043.13,1012.25
992.846,1031.23,998.487,1021.96,995.774,1030.73,1012.53,1043.6,1001.55
998.275,1032.41,1000.98,1025.73,998.418,1035.5,1015.87,1048.17,1003.56
998.419,1038.74,1009.59,1031.7,1000.83,1033.57,1016.68,1051.47,1007.16
996.06,1041.26,1004.43,1033.39,1005.7,1034.3,1017.89,1050.99,1007.67
991.441,1035.91,1008.84,1039.84,1004.42,1031.02,1023.5,1050.56,1008.18
994.326,1042.99,1005.99,1034.78,1008.38,1027.46,1025.08,1056.03,1004.29
989.667,1047.27,1007.08,1035.04,1006.04,1033.64,1030.43,1055.43,999.832
981.632,1054.93,1007.02,1034.52,1012.32,1033.28,1038.55,1061.81,998.781
981.547,1048.36,1008.06,1025.85,1015.25,1032.08,1040.62,1060.81,1000.99
981.251,1051.69,1008,1023.24,1019.65,1042.8,1051.27,1064.39,1002.3
982.702,1056.51,1009.91,1019.16,1016.05,1043.39,1047.91,1063.43,1001.03
983.926,1063.54,1007.19,1017.77,1020.1,1042.56,1045.85,1060.97,1002.95
979.539,1070.95,1011.45,1025.57,1019.65,1045.27,1043.72,1062.8,1013
984.496,1070.14,1013.29,1024.77,1021.3,1045.63,1048.3,1070.95,1021.2
982.458,1070.86,1012.94,1024.31,1022.46,1043.98,1045.34,1072.11,1022.56
977.726,1084.07,1024.56,1022.46,1024.78,1056.16,1045.41,1085.29,1022.18
977.726,1084.07,1024.56,1022.46,1024.78,1056.16,1045.41,1085.29,1022.18
969.967,1087.35,1027,1022.52,1036.7,1057.72,1047.26,1092.81,1027.2
972.905,1086.17,1025.69,1029.97,1043.56,1054.29,1047.2,1088.07,1036.33
972.312,1093.21,1022.05,1026.66,1055.58,1058.92,1052.78,1084.49,1040.9
978.823,1087.88,1024.59,1030.81,1057.73,1056.67,1054.04,1091.11,1038.81
975.092,1101.19,1021.53,1029.5,1062.42,1060.56,1045.72,1105.01,1053.25
977.881,1113.4,1022.8,1042.89,1067.4,1053.24,1048.54,1105.47,1051.72
976.854,1113.2,1024.39,1047.49,1074.71,1049.38,1050.6,1107.69,1047.84
975.357,1112.06,1028.72,1048.67,1074.01,1049.95,1055.65,1108.08,1045.85
984.891,1122.84,1029.81,1049.02,1064.51,1043.22,1060.92,1100.11,1051.38
982.811,1121.75,1027.53,1047.03,1070.03,1045.54,1062.4,1101.28,1050.26
982.811,1121.75,1027.53,1047.03,1070.03,1045.54,1062.4,1101.28,1050.26
982.811,1121.75,1027.53,1047.03,1070.03,1045.54,1062.4,1101.28,1050.26
982.811,1121.75,1027.53,1047.03,1070.03,1045.54,1062.4,1101.28,1050.26
982.811,1121.75,1027.53,1047.03,1070.03,1045.54,1062.4,1101.28,1050.26
982.811,1121.75,1027.53,1047.03,1070.03,1045.54,1062.4,1101.28,1050.26
982.811,1121.75,1027.53,1047.03,1070.03,1045.54,1062.4,1101.28,1050.26
982.811,1121.75,1027.53,1047.03,1070.03,1045.54,1062.4,1101.28,1050.26
982.811,1121.75,1027.53,1047.03,1070.03,1045.54,1062.4,1101.28,1050.26
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
983.261,1123.04,1029.79,1046.71,1069.6,1047.4,1062.42,1100.46,1050.1
