,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,0,0,11,23,36,25,144,386,204,322,426,437,402,621,351,480,618,524,527,611,582,705,384,334,320,370,346,355,278,243,114,0,0,0,0,0
