,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,0,0,1,0,1,1,4,13,33,32,145,197,391,472,241,539,1074,1712,1786,2250,2635,2648,2025,1379,1284,1358,1231,770,723,625,136,4,0,0,0,0
