,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,0,1,0,0,1,4,8,19,17,37,120,251,166,309,274,525,517,257,246,215,167,224,117,97,73,76,33,12,40,86,30,1,0,0,0,0
