,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,0,0,1,4,2,1,9,30,16,25,90,137,186,224,167,308,457,469,448,672,935,1296,818,477,451,451,426,626,432,299,169,1,0,0,0,0
