,lineage,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,B.1.1.217,0.0,0.0,0.0,0.0,0.0,0.0020345879959308,0.0027985074626865,0.005062436719541,0.0050041701417848,0.0055951169888097,0.0024767801857585,0.0,0.0035366931918656,0.0056179775280898,0.0060851926977687,0.0056022408963585,0.0076142131979695,0.0293083235638921,0.0162200282087447,0.0291666666666666,0.0357598978288633,0.1036585365853658,0.0306451612903225,0.0253521126760563,0.0077519379844961,0.005420054200542,0.0078740157480314,0.0652173913043478,0.0094250706880301,0.0006464124111182,0.0,0.0,0.0005232862375719,0.0,0.0,0.0,0.0005112474437627,0.0008326394671107,0.0004705882352941,0.0,0.0,0.0133333333333333,0.0036764705882352,0.0040927694406548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,B.1.1.198,0.0,0.0,0.0,0.0,0.001547987616099,0.0010172939979654,0.0,0.0006749915626054,0.0012510425354462,0.0005086469989827,0.0024767801857585,0.0,0.0,0.0,0.0,0.0,0.0025380710659898,0.0046893317702227,0.0,0.0,0.0025542784163473,0.0,0.0064516129032258,0.0084507042253521,0.0,0.0,0.0031496062992125,0.0013586956521739,0.0452403393025447,0.0226244343891402,0.0131147540983606,0.0099091659785301,0.0057561486132914,0.0103092783505154,0.0114734299516908,0.0209545983701979,0.0081799591002045,0.0099916736053288,0.0235294117647058,0.0167210440456769,0.0167785234899328,0.0233333333333333,0.0220588235294117,0.0109140518417462,0.0111576011157601,0.0337078651685393,0.0193798449612403,0.0047619047619047,0.0059880239520958,0.0,0.0,0.0
2,B.1.1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0004664179104477,0.0003374957813027,0.0,0.0005086469989827,0.0,0.002079002079002,0.0008841732979664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005232862375719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,B.1.1.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006749915626054,0.0008340283569641,0.0,0.0006191950464396,0.0006930006930006,0.0,0.0,0.0,0.0,0.0,0.0,0.0007052186177715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001311475409836,0.0016515276630883,0.0010465724751439,0.0012128562765312,0.0018115942028985,0.0,0.0025562372188139,0.0008326394671107,0.0009411764705882,0.0032626427406199,0.0050335570469798,0.0066666666666666,0.0110294117647058,0.0054570259208731,0.00278940027894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,A.1,0.0,0.0,0.0,0.0,0.001547987616099,0.0,0.0032649253731343,0.0020249746878164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,B.1.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014044943820224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,B.1.1.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016129032258064,0.0028169014084507,0.0,0.0,0.0,0.0,0.0,0.0006464124111182,0.0,0.0,0.0005232862375719,0.0,0.0,0.0005820721769499,0.0,0.0,0.0,0.0,0.0,0.0016666666666666,0.0,0.0040927694406548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,B.3,0.0,0.0,0.0,0.0044444444444444,0.0495356037151702,0.0457782299084435,0.0368470149253731,0.018899763752953,0.0133444537114261,0.008646998982706,0.0105263157894736,0.0048510048510048,0.0035366931918656,0.0028089887640449,0.0040567951318458,0.0028011204481792,0.0,0.0,0.001410437235543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000942507068803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,B.1.1.166,0.0,0.0,0.0,0.0044444444444444,0.0,0.0,0.0009328358208955,0.0010124873439082,0.0,0.0010172939979654,0.0,0.0006930006930006,0.0017683465959328,0.0126404494382022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028169014084507,0.003875968992248,0.0,0.0,0.0,0.0,0.0,0.000655737704918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028089887640449,0.0,0.0,0.0,0.0,0.0,0.0
9,B.1.1.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006930006930006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,B.1.383,0.0,0.0,0.0,0.0044444444444444,0.0,0.0,0.001865671641791,0.0013499831252109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,B.1.260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004078303425774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,B.1.1.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013586956521739,0.000942507068803,0.0,0.000655737704918,0.0,0.0,0.0,0.0,0.0,0.0,0.0008326394671107,0.0,0.0004078303425774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,B.1.1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0009328358208955,0.0,0.0008340283569641,0.0005086469989827,0.0030959752321981,0.0013860013860013,0.0017683465959328,0.0,0.0101419878296146,0.0084033613445378,0.0558375634517766,0.0885111371629542,0.0923836389280677,0.0694444444444444,0.0791826309067688,0.0548780487804878,0.0290322580645161,0.0338028169014084,0.0736434108527131,0.075880758807588,0.1244094488188976,0.0448369565217391,0.060320452403393,0.1111829347123464,0.12,0.1164327002477291,0.1344845630559916,0.2316555488174651,0.1177536231884057,0.1076833527357392,0.0991820040899795,0.1115736885928393,0.1058823529411764,0.080342577487765,0.0604026845637583,0.0983333333333333,0.0955882352941176,0.0627557980900409,0.1394700139470014,0.1516853932584269,0.1124031007751938,0.1142857142857143,0.059880239520958,0.1037037037037037,0.125,0.0
14,C.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004078303425774,0.0,0.0,0.0,0.0013642564802182,0.0,0.0,0.0,0.0,0.0059880239520958,0.0,0.0,0.0
15,B.1.1.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005086469989827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019392372333548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008326394671107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
