,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,3,6,36,108,327,788,733,770,1715,1525,2035,1980,3213,2484,2460,2290,2909,3269,3105,2701,2796,4034,2763,3563,3199,2502,5305,2961,3616,2777,2372,2521,2509,1279,380,186,67,0
