,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,13,24,68,196,485,945,852,902,1067,1184,1139,1338,1997,1999,2054,1917,2814,2995,2219,3327,3646,3485,3745,3625,2765,2048,3334,3196,2708,3307,3556,2189,2842,1348,452,123,43,0
