,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,4,19,80,157,248,522,606,491,1069,1361,1399,1187,2103,2322,3075,2723,2654,2947,3664,2976,2809,2468,2750,2645,2507,4069,2731,3275,4421,3437,5389,5605,4515,2447,492,168,52,10
