,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,136,326,1163,2650,5426,10882,12299,10873,14975,18354,17642,13568,21427,23272,23571,21506,25579,27253,26431,23896,25338,24724,25403,25976,23728,27137,26089,28097,32508,31918,33405,36791,31678,16310,4006,1412,538,25
