,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,0,7,28,38,110,93,298,341,385,339,811,958,337,293,127,446,290,186,135,221,211,199,107,36,15,7,0,0,0,0
