,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,65,108,72,28,98,106,116,257,517,162,548,761,375,280,198,318,465,154,202,145,59,65,22,21,9,0,0,0,0,0
