,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,16,17,63,189,375,167,578,907,821,469,1229,1126,439,631,177,491,390,275,328,483,746,446,378,55,57,1,0,0,0,0
