,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,0,0,2,3,12,11,52,99,187,430,1001,2530,2383,3499,1117,2210,2763,2255,1742,1457,1966,2601,1740,930,735,803,849,780,634,507,391,224,167,37,24,5
