,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,0,2,0,3,2,3,45,68,100,245,454,577,705,1040,580,1021,991,728,665,901,1072,1264,1006,594,546,494,481,449,327,270,166,116,56,12,12,12
