,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,1,0,1,4,8,43,139,114,151,159,750,1546,1109,1941,2036,2049,2116,3095,2551,2086,1163,997,1050,1074,714,891,605,442,504,587,350,247,299,272,235,234,108,48,26,55
