,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,1,0,5,21,15,47,176,116,133,113,385,934,437,761,1036,1281,979,2013,1308,1072,1230,1074,828,888,575,659,419,428,398,322,243,219,205,155,179,119,68,25,12,10
