,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,3,5,44,47,67,41,281,712,450,594,750,682,646,979,590,709,925,768,745,860,781,936,497,413,406,418,382,351,274,241,140,87,74,18,13,13
