,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,0,0,2,1,1,2,12,45,50,79,205,384,265,533,498,791,790,454,373,353,267,342,163,114,86,103,50,14,41,89,49,55,88,22,20,25
