,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,1,0,0,1,10,0,42,40,88,189,349,404,675,562,371,462,1116,1505,989,1383,1003,826,774,445,328,291,309,210,216,154,101,117,41,15,24,6
