,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,0,0,3,1,1,1,19,27,53,70,253,360,628,796,416,809,1454,2378,2508,3111,3466,3434,2687,1836,1604,1579,1424,880,826,641,432,375,121,26,22,12
