,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,0,0,6,7,2,1,31,48,36,63,204,243,303,422,301,520,745,713,700,1014,1292,1683,1068,663,572,531,486,659,467,313,221,175,102,25,21,13
