,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0
0,3.0,1.0,22.0,249.0,706.0,1068.0,2294.0,2935.0,2560.0,2028.0,1643.0,1435.0,1206.0,778.0,541.0,381.0,516.0,2129.0,1795.0,923.0,1046.0,183.0,763.0,493.0,376.0,539.0,855.0,971.0,1471.0,1897.0,2377.0,2118.0,3650.0,2451.0,4396.0,4952.0,5573.0,3680.0,7922.0,9568.0,5120.0,3484.0,1743.0,5779.0,8025.0,4591.0,6484.0,7647.0,9539.0,8102.0,2222.0,32.0
