,lineage,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0
0,A,0.0,0.0,0.0,0.0,0.001519756838905775,0.0028625954198473282,0.0004593477262287552,0.0011415525114155253,0.0,0.0,0.0,0.0,0.0009541984732824428,0.0013850415512465374,0.0,0.0,0.0020964360587002098,0.002377555872563005,0.0005534034311012728,0.0,0.0,0.0,0.0,0.002188183807439825,0.0,0.0,0.0,0.0,0.0008952551477170994,0.0033944331296673455,0.0005602240896358544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001597444089456869,0.002911208151382824,0.0032362459546925564,0.013924050632911394,0.020833333333333332,0.03260869565217391,0.024647887323943664,0.02,0.09125475285171103,0.07865168539325844,0.08823529411764705,
1,A.1,0.0,0.0,0.0,0.0,0.001519756838905775,0.0,0.002296738631143776,0.0015220700152207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013736263736263737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,A.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012658227848101268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,A.2,0.0,0.0,0.0,0.0,0.001519756838905775,0.0028625954198473282,0.005052824988516307,0.0034246575342465756,0.0009886307464162135,0.0018393623543838135,0.0007575757575757576,0.0008354218880534671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,A.2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00076103500761035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5,A.2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0004593477262287552,0.0,0.0,0.004291845493562232,0.004545454545454546,0.0016708437761069341,0.0009541984732824428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6,A.3,0.0,0.0,0.0,0.0,0.001519756838905775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7,A.5,0.0,0.0,0.0,0.0,0.00303951367781155,0.0009541984732824428,0.0,0.0,0.0004943153732081067,0.0018393623543838135,0.0015151515151515152,0.0008354218880534671,0.0009541984732824428,0.0013850415512465374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8,B,1.0,0.0,0.2,0.18502202643171806,0.15501519756838905,0.13454198473282444,0.09416628387689482,0.06621004566210045,0.03361344537815126,0.0269773145309626,0.026515151515151516,0.02589807852965748,0.021946564885496185,0.006925207756232687,0.0020161290322580645,0.005405405405405406,0.010482180293501049,0.0019020446980504042,0.0016602102933038186,0.001091703056768559,0.0,0.0,0.0,0.002188183807439825,0.0,0.0,0.0011806375442739079,0.0,0.0,0.0,0.0011204481792717088,0.000641025641025641,0.0,0.0,0.0005518763796909492,0.0,0.0,0.0,0.0004212299915754002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003521126760563381,0.004,0.0,0.0,0.0,
