,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0
0,3.0,0.0,13.0,165.0,352.0,833.0,1905.0,2631.0,2323.0,1804.0,1600.0,1383.0,1218.0,846.0,583.0,387.0,513.0,2152.0,1827.0,925.0,1004.0,155.0,687.0,429.0,328.0,533.0,847.0,770.0,1140.0,1494.0,2210.0,2310.0,3457.0,2702.0,4188.0,4402.0,4490.0,3570.0,7061.0,8295.0,4441.0,3077.0,1451.0,4645.0,5795.0,3638.0,4641.0,6293.0,8451.0,6428.0,1974.0,23.0
